发卡行号,发卡行名,产品名,卡号长度,卡BIN长度,卡BIN取值,卡种代码,卡种
04416530,重庆银行,长江卡(银联卡),16,6,940018,1,借记卡
04416900,重庆银行,长江卡,16,6,623016,1,借记卡
04416900,重庆银行,借记IC卡,19,6,623096,1,借记卡
04422610,哈尔滨银行,丁香一卡通(银联卡),18,6,940049,1,借记卡
04422610,哈尔滨银行,丁香借记卡(银联卡),17,6,622425,1,借记卡
04422610,哈尔滨银行,丁香卡,19,6,622425,1,借记卡
04422610,哈尔滨银行,福农借记卡,19,6,621577,1,借记卡
04437010,贵阳银行,甲秀银联借记卡,19,6,622133,1,借记卡
04437010,贵阳银行,甲秀卡,16,3,888,1,借记卡
04437010,贵阳银行,一卡通,19,6,621735,1,借记卡
04437010,贵阳银行,,19,6,622170,1,借记卡
04447910,西安银行,福瑞卡,18,6,622136,1,借记卡
04447910,西安银行,金丝路卡,18,6,622981,1,借记卡
04453020,无锡市商业银行,太湖卡,16,8,60326500,1,借记卡
04453020,无锡市商业银行,太湖卡,18,8,60326513,1,借记卡
04453020,无锡市商业银行,太湖金保卡(银联卡),18,6,622485,1,借记卡
04462260,丹东银行,银杏卡(银联卡),16,6,622415,1,借记卡
04462260,丹东银行,银杏卡(银联卡),16,6,940060,1,借记卡
04462262,丹东银行,借记IC卡,19,6,623098,1,借记卡
04478210,兰州银行,敦煌国际卡(银联卡),16,6,622139,1,借记卡
04478210,兰州银行,敦煌卡,16,6,940040,1,借记卡
04478210,兰州银行,敦煌卡,19,6,621242,1,借记卡
04478210,兰州银行,敦煌卡,19,6,621538,1,借记卡
04478210,兰州银行,敦煌金融IC卡,19,6,621496,1,借记卡
04478210,兰州银行,金融社保卡,19,6,623129,1,借记卡
04484210,南昌银行,金瑞卡(银联卡),17,6,940006,1,借记卡
04484210,南昌银行,南昌银行借记卡,16,6,621269,1,借记卡
04484210,南昌银行,金瑞卡,16,6,622275,1,借记卡
04491610,晋商银行,晋龙一卡通,19,6,621216,1,借记卡
04491610,晋商银行,晋龙一卡通,17,6,622465,1,借记卡
04491610,晋商银行,晋龙卡(银联卡),17,6,940031,1,借记卡
04504520,青岛银行,金桥通卡,16,6,621252,1,借记卡
04504520,青岛银行,金桥卡(银联卡),16,6,622146,1,借记卡
04504520,青岛银行,金桥卡(银联卡),16,6,940061,1,借记卡
04504520,青岛银行,金桥卡,19,6,621419,1,借记卡
04504520,青岛银行,借记IC卡,19,6,623170,1,借记卡
04512420,吉林银行,雾凇卡(银联卡),16,6,622440,1,借记卡
04512420,吉林银行,雾凇卡(银联卡),16,6,940047,1,借记卡
04523060,南通商业银行,金桥卡,18,5,69580,1,借记卡
04523060,南通商业银行,金桥卡(银联卡),18,6,940017,1,借记卡
04523060,南通商业银行,金桥卡(银联卡),16,6,622418,1,借记卡
04544240,九江银行,庐山卡(银联卡),19,6,622307,1,借记卡
04544240,九江银行,庐山卡,19,6,622162,1,借记卡
04554770,日照银行,黄海卡、财富卡借记卡,19,6,623077,1,借记卡
04562230,鞍山银行,千山卡(银联卡),16,6,622413,1,借记卡
04562230,鞍山银行,千山卡(银联卡),16,6,940002,1,借记卡
04562239,鞍山银行,千山卡,16,6,623188,1,借记卡
04571260,秦皇岛银行,秦卡,19,8,62249802,1,借记卡
04571260,秦皇岛银行,秦卡,19,8,94004602,1,借记卡
04571260,秦皇岛银行,秦卡,19,6,621237,1,借记卡
04571261,秦皇岛银行,秦卡-IC卡,19,6,623003,1,借记卡
04588510,青海银行,三江银行卡(银联卡),17,6,622310,1,借记卡
04588510,青海银行,三江卡,17,6,940068,1,借记卡
04593450,台州银行,大唐贷记卡,16,6,622321,2,贷记卡
04593450,台州银行,大唐准贷记卡,16,6,625001,3,准贷记卡
04593451,台州银行,大唐卡(银联卡),16,6,622427,1,借记卡
04593451,台州银行,大唐卡,17,6,940069,1,借记卡
04593451,台州银行,借记卡,19,6,623039,1,借记卡
04593451,台州银行,公务卡,16,6,628273,2,贷记卡
04603110,盐城商行,金鹤卡(银联卡),16,6,940070,1,借记卡
04615510,长沙银行,芙蓉卡,18,6,694301,1,借记卡
04615510,长沙银行,芙蓉卡(银联卡),19,6,940071,1,借记卡
04615510,长沙银行,芙蓉卡(银联卡),19,6,622368,1,借记卡
04615510,长沙银行,芙蓉金融IC卡,19,6,621446,1,借记卡
04615511,长沙银行,市民卡,16,6,625901,2,贷记卡
04615511,长沙银行,芙蓉贷记卡,16,6,622898,2,贷记卡
04615511,长沙银行,芙蓉贷记卡,16,6,622900,2,贷记卡
04615511,长沙银行,公务卡钻石卡,16,6,628281,2,贷记卡
04615511,长沙银行,公务卡金卡,16,6,628282,2,贷记卡
04615511,长沙银行,银联标准钻石卡,16,6,622806,2,贷记卡
04615511,长沙银行,公务卡普卡,16,6,628283,2,贷记卡
04615511,长沙银行,市民卡,19,6,620519,4,预付费卡
04615511,长沙银行,借记IC卡,19,6,621739,1,借记卡
04634280,赣州银行,长征卡,19,6,622967,1,借记卡
04634280,赣州银行,长征卡(银联卡),19,6,940073,1,借记卡
04643970,泉州银行,海峡银联卡(银联卡),19,6,622370,1,借记卡
04643970,泉州银行,海峡储蓄卡,18,6,683970,1,借记卡
04643970,泉州银行,海峡银联卡(银联卡),18,6,940074,1,借记卡
04643970,泉州银行,海峡卡,19,6,621437,1,借记卡
04643970,泉州银行,公务卡,16,6,628319,2,贷记卡
04652280,营口银行,辽河一卡通(银联卡),17,6,622400,1,借记卡
04652280,营口银行,营银卡,19,6,623177,1,借记卡
04667310,昆明商业银行,春城卡(银联卡),18,6,990871,1,借记卡
04667310,昆明商业银行,春城卡(银联卡),17,6,622308,1,借记卡
04667310,昆明商业银行,富滇IC卡(复合卡),19,6,621415,1,借记卡
04672290,阜新银行,金通卡(银联卡),18,6,622126,1,借记卡
04672299,阜新银行,借记IC卡,18,6,623166,1,借记卡
04703350,嘉兴银行,南湖借记卡(银联卡),16,6,622132,1,借记卡
04721460,廊坊银行,白金卡,16,6,621340,1,借记卡
04721460,廊坊银行,金卡,16,6,621341,1,借记卡
04721460,廊坊银行,银星卡(银联卡),16,6,622140,1,借记卡
04733450,泰隆城市信用社,泰隆卡(银联卡),16,6,622141,1,借记卡
04733450,泰隆城市信用社,借记IC卡,19,6,621480,1,借记卡
04741910,内蒙古银行,百灵卡(银联卡),19,6,622147,1,借记卡
04741910,内蒙古银行,成吉思汗卡,19,6,621633,1,借记卡
04753360,湖州市商业银行,百合卡,19,6,622301,1,借记卡
04761430,沧州银行,狮城卡,19,6,621266,1,借记卡
04761430,沧州银行,狮城卡,19,8,62249804,1,借记卡
04761430,沧州银行,狮城卡,19,8,94004604,1,借记卡
04761431,沧州银行,狮城卡,19,6,621422,1,借记卡
04786110,南宁市商业银行,桂花卡(银联卡),16,6,622335,1,借记卡
04791920,包商银行,雄鹰卡(银联卡),17,6,622336,1,借记卡
04791921,包商银行,包头市商业银行借记卡,16,6,622165,1,借记卡
04791921,包商银行,雄鹰贷记卡,16,6,622315,2,贷记卡
04791921,包商银行,贷记卡,16,6,625950,2,贷记卡
04791921,包商银行,包商银行内蒙古自治区公务卡,16,6,628295,2,贷记卡
04791922,包商银行,借记卡,17,6,621760,1,借记卡
04803070,连云港市商业银行,金猴神通借记卡,16,6,622337,1,借记卡
04814650,威海商业银行,通达卡(银联卡),16,6,622411,1,借记卡
04814659,威海市商业银行,通达借记IC卡,16,6,623102,1,借记卡
04836560,攀枝花市商业银行,攀枝花卡(银联卡),19,6,622342,1,借记卡
04836560,攀枝花市商业银行,攀枝花卡,19,6,623048,1,借记卡
04856590,绵阳市商业银行,科技城卡(银联卡),19,6,622367,1,借记卡
04866570,泸州市商业银行,酒城卡(银联卡),19,6,622392,1,借记卡
04866570,泸州市商业银行,酒城IC卡,19,6,623085,1,借记卡
04871620,大同市商业银行,云冈卡(银联卡),19,6,622395,1,借记卡
04885050,三门峡银行,天鹅卡(银联卡),16,6,622441,1,借记卡
04895910,广东南粤银行,南珠卡(银联卡),16,6,622448,1,借记卡
04901380,张家口市商业银行,如意借记卡,19,6,622982,1,借记卡
04901381,张家口市商业银行,好运IC借记卡,19,6,621413,1,借记卡
04916170,桂林市商业银行,漓江卡(银联卡),17,6,622856,1,借记卡
04922600,龙江银行,福农借记卡,19,6,621037,1,借记卡
04922600,龙江银行,联名借记卡,19,6,621097,1,借记卡
04922600,龙江银行,福农借记卡,19,6,621588,1,借记卡
04922600,龙江银行,中国旅游卡,19,8,62321601,1,借记卡
04922600,龙江银行,中国旅游卡,16,8,62536602,2,贷记卡
04922600,龙江银行,社会保障卡,19,6,622644,1,借记卡
04922600,龙江银行,龙江IC卡,19,6,623032,1,借记卡
04922690,龙江银行,玉兔卡(银联卡),16,6,622860,1,借记卡
04933120,江苏长江商业银行,长江卡,16,6,622870,1,借记卡
04943030,徐州市商业银行,彭城借记卡(银联卡),16,6,622866,1,借记卡
04956140,柳州银行,龙城卡,18,6,622292,1,借记卡
04956140,柳州银行,龙城卡,18,6,622291,1,借记卡
04956140,柳州银行,龙城IC卡,18,6,621412,1,借记卡
04956140,柳州银行,龙城卡VIP卡,16,6,622880,1,借记卡
04956140,柳州银行,龙城致富卡,16,6,622881,1,借记卡
04956140,柳州银行,东盟商旅卡,16,6,620118,4,预付费卡
04966730,南充市商业银行,借记IC卡,19,6,623072,1,借记卡
04966730,南充市商业银行,熊猫团团卡,19,6,622897,1,借记卡
04974634,莱商银行,银联标准卡,16,6,628279,2,贷记卡
04974634,莱芜银行,金凤卡,16,6,622864,1,借记卡
04974790,莱商银行,借记IC卡,19,6,621403,1,借记卡
04986580,德阳银行,锦程卡定活一卡通,19,6,622561,1,借记卡
04986580,德阳银行,锦程卡定活一卡通金卡,19,6,622562,1,借记卡
04986580,德阳银行,锦程卡定活一卡通,19,6,622563,1,借记卡
04991240,唐山市商业银行,唐山市城通卡,19,6,622167,1,借记卡
05007020,六盘水商行,凉都卡,16,6,622508,1,借记卡
05027360,曲靖市商业银行,珠江源卡,16,6,622777,1,借记卡
05027361,曲靖市商业银行,珠江源IC卡,16,6,621497,1,借记卡
05031680,晋城银行,珠联璧合卡,19,6,622532,1,借记卡
05056020,东莞商行,恒通贷记卡,16,6,622888,2,贷记卡
05056020,东莞商行,公务卡,16,6,628398,2,贷记卡
05063330,温州银行,金鹿信用卡,16,6,622868,2,贷记卡
05063330,温州银行,金鹿信用卡,16,6,622899,2,贷记卡
05063330,温州银行,金鹿公务卡,16,6,628255,2,贷记卡
05063330,温州银行,贷记IC卡,16,6,625988,2,贷记卡
05075210,汉口银行,汉口银行贷记卡,16,6,622566,2,贷记卡
05075210,汉口银行,汉口银行贷记卡,16,6,622567,2,贷记卡
05075210,汉口银行,九通香港旅游贷记普卡,16,6,622625,2,贷记卡
05075210,汉口银行,九通香港旅游贷记金卡,16,6,622626,2,贷记卡
05075210,汉口银行,贷记卡,16,6,625946,2,贷记卡
05075210,汉口银行,九通公务卡,16,6,628200,2,贷记卡
05083000,江苏银行,聚宝借记卡,19,6,621076,1,借记卡
05083000,江苏银行,月季卡,16,6,504923,1,借记卡
05083000,江苏银行,紫金卡,19,6,622173,1,借记卡
05083000,江苏银行,绿扬卡(银联卡),16,6,622422,1,借记卡
05083000,江苏银行,月季卡(银联卡),16,6,622447,1,借记卡
05083000,江苏银行,九州借记卡(银联卡),19,6,622131,1,借记卡
05083000,江苏银行,月季卡(银联卡),16,6,940076,1,借记卡
05083000,江苏银行,聚宝惠民福农卡,19,6,621579,1,借记卡
05083000,江苏银行,江苏银行聚宝IC借记卡,19,6,622876,1,借记卡
05105840,平安银行,白金信用卡,16,6,531659,2,贷记卡
05105840,平安银行,白金信用卡,16,6,622157,2,贷记卡
05105840,平安银行,沃尔玛百分卡,16,6,435744,2,贷记卡
05105840,平安银行,沃尔玛百分卡,16,6,435745,2,贷记卡
05105840,平安银行,VISA白金卡,16,6,483536,2,贷记卡
05105840,平安银行,人民币信用卡金卡,16,6,622525,2,贷记卡
05105840,平安银行,人民币信用卡普卡,16,6,622526,2,贷记卡
05105840,平安银行,发展信用卡(银联卡),16,6,998801,2,贷记卡
05105840,平安银行,发展信用卡(银联卡),16,6,998802,2,贷记卡
05105840,平安银行,平安银行信用卡,16,6,528020,2,贷记卡
05105840,平安银行,平安银行信用卡,16,6,622155,2,贷记卡
05105840,平安银行,平安银行信用卡,16,6,622156,2,贷记卡
05105840,平安银行,平安银行信用卡,16,6,526855,2,贷记卡
05105840,平安银行,信用卡,16,6,356869,2,贷记卡
05105840,平安银行,信用卡,16,6,356868,2,贷记卡
05105840,平安银行,平安中国旅游信用卡,16,6,625360,2,贷记卡
05105840,平安银行,平安中国旅游白金信用卡,16,6,625361,2,贷记卡
05105840,平安银行,公务卡,16,6,628296,2,贷记卡
05105840,平安银行,白金IC卡,16,6,625825,2,贷记卡
05105840,平安银行,贷记IC卡,16,6,625823,2,贷记卡
05121660,长治市商业银行,长治商行银联晋龙卡,17,6,622962,1,借记卡
05131410,承德市商业银行,热河卡,19,6,622936,1,借记卡
05131419,承德银行,借记IC卡,19,6,623060,1,借记卡
05154680,德州银行,长河借记卡,19,6,622937,1,借记卡
05167030,遵义市商业银行,社保卡,19,6,621460,1,借记卡
05167030,遵义市商业银行,尊卡,17,6,622939,1,借记卡
05171270,邯郸市商业银行,邯银卡,18,6,622960,1,借记卡
05197110,安顺市商业银行,黄果树福农卡,16,6,621591,1,借记卡
05197117,安顺市商业银行,黄果树借记卡,16,6,622961,1,借记卡
05213000,江苏银行,紫金信用卡(公务卡),16,6,628210,2,贷记卡
05213000,江苏银行,紫金信用卡,16,6,622283,2,贷记卡
05213000,江苏银行,天翼联名信用卡,16,6,625902,2,贷记卡
05238333,平凉市商业银行,广成卡,16,6,621010,1,借记卡
05247410,玉溪市商业银行,红塔卡,19,6,622980,1,借记卡
05253450,浙江民泰商业银行,金融IC卡,19,6,621726,1,借记卡
05253450,浙江民泰商业银行,民泰借记卡,19,6,621088,1,借记卡
05253450,浙江民泰商业银行,金融IC卡C卡,19,6,620517,4,预付费卡
05253454,浙江民泰商业银行,银联标准普卡金卡,16,6,622740,2,贷记卡
05253454,浙江民泰商业银行,商惠通,16,6,625036,3,准贷记卡
05264330,上饶市商业银行,三清山卡,16,6,621014,1,借记卡
05274550,东营银行,胜利卡,18,6,621004,1,借记卡
05284630,泰安市商业银行,岱宗卡,19,6,622972,1,借记卡
05284630,泰安市商业银行,市民一卡通,19,6,623196,1,借记卡
05303380,浙江稠州商业银行,义卡,16,6,621028,1,借记卡
05303380,浙江稠州商业银行,义卡借记IC卡,19,6,623083,1,借记卡
05303387,浙江稠州商业银行,公务卡,16,6,628250,2,贷记卡
05311930,乌海银行,狮城借记卡,19,6,622973,1,借记卡
05326550,自贡市商业银行,借记IC卡,19,6,623121,1,借记卡
05326560,自贡市商业银行,锦程卡,19,6,621070,1,借记卡
05332740,龙江银行,万通卡,19,6,622977,1,借记卡
05342050,鄂尔多斯银行,天骄卡,19,6,622978,1,借记卡
05342050,鄂尔多斯银行,天骄公务卡,16,6,628253,2,贷记卡
05354970,鹤壁银行,鹤卡,19,6,622979,1,借记卡
05365030,许昌银行,连城卡,19,6,621035,1,借记卡
05374610,济宁银行,儒商卡,19,6,621200,1,借记卡
05392330,铁岭银行,龙凤卡,19,6,621038,1,借记卡
05406650,乐山市商业银行,大福卡,19,6,621086,1,借记卡
05417900,长安银行,长长卡,19,6,621296,1,借记卡
05417900,长安银行,借记IC卡,19,6,621448,1,借记卡
05417930,宝鸡商行,姜炎卡,19,6,621044,1,借记卡
05426900,重庆三峡银行,财富人生卡,16,6,622945,1,借记卡
05426900,重庆三峡银行,借记卡,16,6,621755,1,借记卡
05438720,石嘴山银行,麒麟借记卡,19,6,622940,1,借记卡
05438729,石嘴山银行,麒麟公务卡,16,6,628355,2,贷记卡
05442320,盘锦市商业银行,鹤卡,19,6,621089,1,借记卡
05442329,盘锦市商业银行,盘锦市商业银行鹤卡,19,6,623161,1,借记卡
05478820,昆仑银行,瑞卡,19,6,621029,1,借记卡
05478820,昆仑银行,金融IC卡,19,6,621766,1,借记卡
05478820,昆仑银行,,19,6,623139,1,借记卡
05484950,平顶山银行,佛泉卡,19,6,621071,1,借记卡
05484950,平顶山银行,--,19,6,623152,1,借记卡
05492340,朝阳银行,鑫鑫通卡,19,6,621074,1,借记卡
05492340,朝阳银行,朝阳银行福农卡,19,6,621515,1,借记卡
05492341,朝阳银行,红山卡,19,6,623030,1,借记卡
05503320,宁波东海银行,绿叶卡,18,6,621345,1,借记卡
05516620,遂宁市商业银行,锦程卡,19,6,621090,1,借记卡
05516629,遂宁是商业银行,金荷卡,19,6,623178,1,借记卡
05521340,保定银行,直隶卡,19,6,621091,1,借记卡
05521379,保定银行,直隶卡,19,6,623168,1,借记卡
05541310,邢台银行,金牛卡,19,6,621238,1,借记卡
05556840,凉山州商业银行,锦程卡,19,6,621057,1,借记卡
05556859,凉山州商业银行,金凉山卡,19,6,623199,1,借记卡
05565040,漯河银行,福卡,19,6,621075,1,借记卡
05565040,漯河银行,福源卡,19,6,623037,1,借记卡
05565040,漯河银行,福源公务卡,16,6,628303,2,贷记卡
05576750,达州市商业银行,锦程卡,19,6,621233,1,借记卡
05584980,新乡市商业银行,新卡,18,6,621235,1,借记卡
05591750,晋中市商业银行,九州方圆借记卡,19,6,621223,1,借记卡
05591750,晋中市商业银行,九州方圆卡,19,6,621780,1,借记卡
05605110,驻马店银行,驿站卡,19,6,621221,1,借记卡
05611480,衡水银行,金鼎卡,19,6,621239,1,借记卡
05611481,衡水银行,借记IC卡,19,6,623068,1,借记卡
05625080,周口银行,如愿卡,19,6,621271,1,借记卡
05631650,阳泉市商业银行,金鼎卡,16,6,621272,1,借记卡
05631650,阳泉市商业银行,金鼎卡,16,6,621738,1,借记卡
05646710,宜宾市商业银行,锦程卡,19,6,621273,1,借记卡
05646710,宜宾市商业银行,借记IC卡,19,6,623079,1,借记卡
05658880,库尔勒市商业银行,孔雀胡杨卡,18,6,621263,1,借记卡
05666770,雅安市商业银行,锦城卡,19,6,621325,1,借记卡
05675060,商丘商行,百汇卡,19,6,621337,1,借记卡
05684960,安阳银行,安鼎卡,19,6,621327,1,借记卡
05695150,信阳银行,信阳卡,19,6,621753,1,借记卡
05695151,信阳银行,公务卡,16,6,628331,2,贷记卡
05695169,信阳银行,信阳卡,19,6,623160,1,借记卡
05705500,华融湘江银行,华融卡,19,6,621366,1,借记卡
05705500,华融湘江银行,华融卡,19,6,621388,1,借记卡
05722280,营口沿海银行,祥云借记卡,19,6,621348,1,借记卡
05734220,景德镇商业银行,瓷都卡,18,6,621359,1,借记卡
05748840,哈密市商业银行,瓜香借记卡,19,6,621360,1,借记卡
05755200,湖北银行,金牛卡,18,6,621217,1,借记卡
05755200,湖北银行,汉江卡,19,6,622959,1,借记卡
05755200,湖北银行,借记卡,18,6,621270,1,借记卡
05755200,湖北银行,三峡卡,17,6,622396,1,借记卡
05755200,湖北银行,至尊卡,17,6,622511,1,借记卡
05755201,湖北银行,金融IC卡,19,6,623076,1,借记卡
05767700,西藏银行,借记IC卡,19,6,621391,1,借记卡
05778981,新疆汇和银行,汇和卡,19,6,621339,1,借记卡
05785800,广东华兴银行,借记卡,19,6,621469,1,借记卡
05785800,广东华兴银行,华兴银联公司卡,19,6,621625,1,借记卡
05785800,广东华兴银行,华兴金融IC借记卡,19,6,623113,1,借记卡
05785800,广东华兴银行,华兴联名IC卡,19,6,623688,1,借记卡
05795020,濮阳银行,龙翔卡,19,6,621601,1,借记卡
05803320,宁波通商银行,借记卡,19,6,621655,1,借记卡
05818200,甘肃银行,神舟兴陇借记卡,19,6,621636,1,借记卡
05824540,枣庄银行,借记IC卡,19,6,623087,1,借记卡
05832250,本溪市商业银行,借记卡,19,6,621696,1,借记卡
06105840,平安银行,一账通借贷合一钻石卡,16,6,627069,1,借记卡
06105840,平安银行,一账通借贷合一白金卡,16,6,627068,1,借记卡
06105840,平安银行,一账通借贷合一卡普卡,16,6,627066,1,借记卡
06105840,平安银行,一账通借贷合一卡金卡,16,6,627067,1,借记卡
14012900,上海农商银行,如意卡(银联卡),16,6,622478,1,借记卡
14012900,上海农商银行,如意卡(银联卡),16,6,940013,1,借记卡
14012900,上海农商银行,鑫通卡,16,6,621495,1,借记卡
14012900,上海农商银行,国际如意卡,19,6,621688,1,借记卡
14012900,上海农商银行,借记IC卡,19,6,623162,1,借记卡
14023052,昆山农信社,江通卡(银联卡),19,6,622443,1,借记卡
14023052,昆山农信社,银联汇通卡(银联卡),19,6,940029,1,借记卡
14030001,常熟市农村商业银行,粒金贷记卡(银联卡),16,6,622462,2,贷记卡
14030001,常熟市农村商业银行,公务卡,16,6,628272,2,贷记卡
14030001,常熟市农村商业银行,粒金准贷卡,16,6,625101,3,准贷记卡
14033055,常熟农村商业银行,粒金卡,19,6,603694,1,借记卡
14033055,常熟农村商业银行,粒金借记卡(银联卡),19,6,622323,1,借记卡
14033055,常熟农村商业银行,粒金卡(银联卡),19,7,9400301,1,借记卡
14033055,常熟农村商业银行,粒金IC卡,19,6,623071,1,借记卡
14045840,深圳农村商业银行,信通卡(银联卡),16,6,622128,1,借记卡
14045840,深圳农村商业银行,信通商务卡(银联卡),16,6,622129,1,借记卡
14045840,深圳农村商业银行,信通卡,16,6,623035,1,借记卡
14045840,深圳农村商业银行,信通商务卡,16,6,623186,1,借记卡
14055810,广州农村商业银行,麒麟卡,18,6,909810,1,借记卡
14055810,广州农村商业银行,麒麟卡(银联卡),18,6,940035,1,借记卡
14055810,广州农村商业银行,福农太阳卡,18,6,621522,1,借记卡
14055810,广州农村商业银行,麒麟储蓄卡,18,6,622439,1,借记卡
14075882,广东南海农村商业银行,盛通卡,18,6,622271,1,借记卡
14075882,广东南海农村商业银行,盛通卡(银联卡),18,6,940037,1,借记卡
14085883,佛山顺德农村商业银行,恒通卡(银联卡),16,6,940038,1,借记卡
14085883,佛山顺德农村商业银行,恒通卡,16,6,985262,1,借记卡
14085883,佛山顺德农村商业银行,恒通卡(银联卡),16,6,622322,1,借记卡
14097310,昆明农联社,金碧白金卡,19,6,621017,1,借记卡
14097310,昆明农联社,金碧卡,18,6,18572,1,借记卡
14097310,昆明农联社,金碧一卡通(银联卡),16,6,622369,1,借记卡
14097310,昆明农联社,银联卡(银联卡),18,6,940042,1,借记卡
14105200,湖北农信社,信通卡,16,6,622412,1,借记卡
14105200,湖北农信社,福农小康卡,16,6,621523,1,借记卡
14105200,湖北农信社,福卡IC借记卡,16,6,623055,1,借记卡
14105200,湖北农信社,福卡(VIP卡),16,6,621013,1,借记卡
14105210,武汉农信,信通卡(银联卡),17,6,940044,1,借记卡
14113030,徐州市郊农村信用合作联合社,信通卡(银联卡),16,6,622312,1,借记卡
14123020,江阴农村商业银行,暨阳公务卡,16,6,628381,2,贷记卡
14123020,江阴市农村商业银行,合作贷记卡(银联卡),16,6,622481,2,贷记卡
14123022,江阴农村商业银行,暨阳卡,16,6,623115,1,借记卡
14123022,江阴农村商业银行,合作借记卡,16,6,622341,1,借记卡
14123022,江阴农村商业银行,合作卡(银联卡),16,6,940058,1,借记卡
14136530,重庆农村商业银行,信合平安卡,16,6,622867,1,借记卡
14136530,重庆农村商业银行,信合希望卡,16,6,622885,1,借记卡
14136530,重庆农村商业银行,信合一卡通(银联卡),16,6,940020,1,借记卡
14136900,重庆农村商业银行,江渝借记卡VIP卡,16,6,621258,1,借记卡
14136900,重庆农村商业银行,江渝乡情福农卡,16,6,621528,1,借记卡
14136900,重庆农村商业银行,江渝IC借记卡,16,6,621465,1,借记卡
14144500,山东省农村信用社联合社,信通卡,16,6,900105,1,借记卡
14144500,山东省农村信用社联合社,信通卡,16,6,900205,1,借记卡
14144500,山东省农村信用社联合社,信通卡,16,6,622319,1,借记卡
14144500,山东省农村信用社联合社,泰山福农卡,16,6,621521,1,借记卡
14144500,山东省农村信用社联合社,VIP卡,16,6,621690,1,借记卡
14144500,山东省农村信用社联合社,泰山如意卡,16,6,622320,1,借记卡
14144520,青岛农信,信通卡,16,8,62231902,1,借记卡
14144520,青岛农信,信通卡,16,8,90010502,1,借记卡
14144520,青岛农信,信通卡,16,8,90020502,1,借记卡
14156020,东莞农村商业银行,信通卡(银联卡),19,6,622328,1,借记卡
14156020,东莞农村商业银行,信通卡(银联卡),19,6,940062,1,借记卡
14156020,东莞农村商业银行,信通信用卡,16,6,625288,2,贷记卡
14156020,东莞农村商业银行,信通借记卡,19,6,623038,1,借记卡
14156020,东莞农村商业银行,贷记IC卡,16,6,625888,2,贷记卡
14163056,张家港农村商业银行,一卡通(银联卡),17,6,622332,1,借记卡
14163056,张家港农村商业银行,一卡通(银联卡),17,6,940063,1,借记卡
14173900,福建省农村信用社联合社,万通(借记)卡,19,6,622127,1,借记卡
14173900,福建省农村信用社联合社,万通(借记)卡,19,6,622184,1,借记卡
14173900,福建省农村信用社联合社,社保卡,19,6,621701,1,借记卡
14173900,福建省农村信用社联合社,福建海峡旅游卡,19,6,621251,1,借记卡
14173900,福建省农村信用社联合社,福万通福农卡,19,6,621589,1,借记卡
14173900,福建省农村信用社联合社,借记卡,19,6,623036,1,借记卡
14181000,北京农村商业银行,信通卡,19,6,622138,1,借记卡
14181000,北京农村商业银行,惠通卡,19,6,621066,1,借记卡
14181000,北京农村商业银行,凤凰福农卡,19,6,621560,1,借记卡
14181000,北京农村商业银行,惠通卡,19,6,621068,1,借记卡
14181000,北京农村商业银行,中国旅行卡,19,6,620088,1,借记卡
14181000,北京农村商业银行,凤凰卡,19,6,621067,1,借记卡
14181001,北京农村商业银行,凤凰标准卡,16,6,625186,2,贷记卡
14181001,北京农村商业银行,凤凰公务卡,16,6,628336,2,贷记卡
14181001,北京农村商业银行,凤凰福农卡,16,6,625526,2,贷记卡
14191100,天津农村商业银行,吉祥商联IC卡,19,6,622531,1,借记卡
14191100,天津农村商业银行,信通借记卡(银联卡),19,6,622329,1,借记卡
14191100,天津农村商业银行,借记IC卡,19,6,623103,1,借记卡
14203320,鄞州农村合作银行,蜜蜂借记卡(银联卡),16,6,622339,1,借记卡
14203323,宁波鄞州农村合作银行,蜜蜂电子钱包(IC),16,6,620500,1,借记卡
14203323,宁波鄞州农村合作银行,蜜蜂IC借记卡,16,6,621024,1,借记卡
14203323,宁波鄞州农村合作银行,蜜蜂贷记IC卡,16,6,622289,2,贷记卡
14203323,宁波鄞州农村合作银行,蜜蜂贷记卡,16,6,622389,2,贷记卡
14203323,宁波鄞州农村合作银行,公务卡,16,6,628300,2,贷记卡
14215881,佛山市三水区农村信用合作社,信通卡(银联卡),19,6,622343,1,借记卡
14226510,成都农村商业银行,福农卡,16,6,625516,3,准贷记卡
14226510,成都农村商业银行,福农卡,19,6,621516,1,借记卡
14226510,成都农村商业银行,天府借记卡(银联卡),19,6,622345,1,借记卡
14243000,江苏省农村信用社联合社,圆鼎卡(银联卡),19,6,622452,1,借记卡
14243000,江苏省农村信用社联合社,福农卡,19,6,621578,1,借记卡
14243000,江苏省农村信用社联合社,圆鼎卡(银联卡),19,6,622324,1,借记卡
14243001,江苏省农村信用社联合社,圆鼎借记IC卡,19,6,623066,1,借记卡
14255890,江门新会农村商业银行,信通卡(银联卡),19,6,622470,1,借记卡
14283054,吴江农商行,垂虹贷记卡,16,6,622648,2,贷记卡
14283054,吴江农商行,银联标准公务卡,16,6,628248,2,贷记卡
14283054,吴江农商行,垂虹卡(银联卡),16,6,622488,1,借记卡
14293300,浙江省农村信用社联合社,丰收贷记卡,16,6,622288,2,贷记卡
14293300,浙江省农村信用社联合社,丰收卡(银联卡),19,6,622858,1,借记卡
14293300,浙江省农村信用社联合社,丰收小额贷款卡,19,6,621058,1,借记卡
